licenseNumber,businessName,licenseType,State,StateAbbr,address,city,zipCode,expirationDate,status,phone,email
050-10076228AAB,Oregrown Eugene,recreational retailer,Oregon,OR,,,,06/13/2025,active,,
050-10076627A48,La Mota Lebanon 2 LLC,recreational retailer,Oregon,OR,,,,03/06/2025,active,,
050-10079072E3A,Mr. Nice Guy Salem,recreational retailer,Oregon,OR,,,,02/14/2025,active,,
050-10081197FAB,Nectar,recreational retailer,Oregon,OR,,,,06/14/2025,active,,
050-10082411AE5,The Dime Store,recreational retailer,Oregon,OR,,,,07/29/2025,active,,
050-10083622BC7,Sweet Relief Gearhart,recreational retailer,Oregon,OR,,,,07/01/2025,active,,
050-10084881C6D,Natural High,recreational retailer,Oregon,OR,,,,11/14/2024,active,,
050-10087509BD5,Nectar,recreational retailer,Oregon,OR,,,,09/17/2024,active,,
050-10088445D61,OG Collective,recreational retailer,Oregon,OR,,,,02/27/2025,active,,
050-10088926F6F,kaleafa,recreational retailer,Oregon,OR,,,,09/20/2024,active,,
050-10091572D9A,Top Shelf Medicine 2,recreational retailer,Oregon,OR,,,,05/23/2025,active,,
050-10096429A3B,Silver Creek Dispensary,recreational retailer,Oregon,OR,,,,05/06/2025,active,,
050-10097447A5F,Blazen Cannabis,recreational retailer,Oregon,OR,,,,10/18/2024,active,,
050-10099690C5E,The Canna Shoppe,recreational retailer,Oregon,OR,,,,07/08/2025,active,,
050-10100114EFC,Nectar,recreational retailer,Oregon,OR,,,,02/05/2025,active,,
050-10103753D2B,Truth Dispensary,recreational retailer,Oregon,OR,,,,07/22/2025,active,,
050-10104115CC6,Nebula Cannabis,recreational retailer,Oregon,OR,,,,04/04/2025,active,,
050-10106545CBB,La Mota Sweet Home LLC,recreational retailer,Oregon,OR,,,,11/14/2024,active,,
050-10107001EDC,Canna Bros. Stayton,recreational retailer,Oregon,OR,,,,12/21/2024,active,,
050-10109202F8F,Oregon Bud Company,recreational retailer,Oregon,OR,,,,02/25/2025,active,,
050-10109253AEE,"Nectar Markets, LLC",recreational retailer,Oregon,OR,,,,12/13/2024,active,,
050-10110469A34,Western Oregon Dispensary,recreational retailer,Oregon,OR,,,,12/11/2024,active,,
050-10112361D93,GREEN KNOTTZ CHILOQUIN,recreational retailer,Oregon,OR,,,,02/03/2025,active,,
050-10112894E36,La Mota Courts LLC,recreational retailer,Oregon,OR,,,,02/25/2025,active,,
050-10113069B02,Power Plant,recreational retailer,Oregon,OR,,,,06/06/2024,active,,
050-10114859E17,Hashstoria,recreational retailer,Oregon,OR,,,,10/18/2024,active,,
050-10114946F80,WeedAgain,recreational retailer,Oregon,OR,,,,07/30/2025,active,,
050-10114962EEF,Electric Lettuce Hillsboro,recreational retailer,Oregon,OR,,,,09/22/2024,active,,
050-10116104A8C,Redbarn Dispensary,recreational retailer,Oregon,OR,,,,01/08/2025,active,,
050-10116834C7B,Electric Lettuce Eugene,recreational retailer,Oregon,OR,,,,05/26/2025,active,,
050-10117317F08,Rocky Mtn Dispensary,recreational retailer,Oregon,OR,,,,08/07/2025,active,,
050-10124193FBD,Bahama Buds,recreational retailer,Oregon,OR,,,,05/18/2025,active,,
050-10124660E00,Hotbox Farms,recreational retailer,Oregon,OR,,,,09/23/2024,active,,
050-10124861F1E,Redbarn Dispensary,recreational retailer,Oregon,OR,,,,05/25/2025,active,,
050-10126270C7D,"Nectar Markets, LLC",recreational retailer,Oregon,OR,,,,01/20/2025,active,,
050-10126352F60,"Nectar Markets, LLC",recreational retailer,Oregon,OR,,,,11/21/2024,active,,
050-10127857D22,Cannabis & Glass,recreational retailer,Oregon,OR,,,,12/10/2024,active,,
050-10129165BBF,"Today's Herbal Choice Stayton, LLC",recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-10134898DE3,Growing Releaf Salem,recreational retailer,Oregon,OR,,,,04/05/2024,active,,
050-10137563D3B,The Green Planet,recreational retailer,Oregon,OR,,,,08/02/2025,active,,
050-10140374FF8,Electric Lettuce Foster-Powell,recreational retailer,Oregon,OR,,,,07/10/2025,active,,
050-10140556CE8,Five Zero Trees Portland West,recreational retailer,Oregon,OR,,,,10/30/2024,active,,
050-10140566C3D,Electric Lettuce Damascus,recreational retailer,Oregon,OR,,,,11/04/2024,active,,
050-10140881D51,Electric Lettuce Kerns,recreational retailer,Oregon,OR,,,,06/22/2025,active,,
050-10143394D2C,Seaweed Reef,recreational retailer,Oregon,OR,,,,03/27/2025,active,,
050-10144956F3E,Eden,recreational retailer,Oregon,OR,,,,05/05/2024,active,,
050-10146522DCF,TJ's on Powell,recreational retailer,Oregon,OR,,,,09/03/2024,active,,
050-10151012B93,La Mota,recreational retailer,Oregon,OR,,,,07/26/2025,active,,
050-10152657D49,Sweet Leaf Cannabis,recreational retailer,Oregon,OR,,,,07/27/2025,active,,
050-10153550A2B,"Today's Herbal Choice Milwaukie, LLC",recreational retailer,Oregon,OR,,,,08/19/2025,active,,
050-10157025C26,LUCKY LION,recreational retailer,Oregon,OR,,,,07/20/2025,active,,
050-10157958B19,LUCKY LION,recreational retailer,Oregon,OR,,,,09/28/2025,active,,
050-10158286B2C,Broadway Cannabis Market,recreational retailer,Oregon,OR,,,,09/21/2025,active,,
050-10158479E34,"The Green Planet, Inc.",recreational retailer,Oregon,OR,,,,08/18/2025,active,,
050-10159373F6B,Pure Green,recreational retailer,Oregon,OR,,,,02/16/2025,active,,
050-10159858AEB,Nectar,recreational retailer,Oregon,OR,,,,12/03/2024,active,,
050-10160727FB1,Klamath Falls Cannabis LLC,recreational retailer,Oregon,OR,,,,07/27/2025,active,,
050-10163048F86,Nectar,recreational retailer,Oregon,OR,,,,02/01/2025,active,,
050-10163219ABA,Oregrown Portland,recreational retailer,Oregon,OR,,,,03/29/2025,active,,
050-10165853E96,Substance,recreational retailer,Oregon,OR,,,,10/06/2025,active,,
050-10166519CEB,Nectar; Nectar Markets,recreational retailer,Oregon,OR,,,,08/02/2024,active,,
050-10167004BB9,Lit Company,recreational retailer,Oregon,OR,,,,05/16/2025,active,,
050-10167404EEB,Canna Bros. Amity,recreational retailer,Oregon,OR,,,,06/22/2025,active,,
050-10167486CA7,Nectar,recreational retailer,Oregon,OR,,,,01/04/2025,active,,
050-10167704EF2,Nectar,recreational retailer,Oregon,OR,,,,02/01/2025,active,,
050-10168108EB5,Rose Budz PDX,recreational retailer,Oregon,OR,,,,05/20/2024,active,,
050-10169186E09,Weedbucks,recreational retailer,Oregon,OR,,,,11/03/2024,active,,
050-10169465DE0,Floyd's,recreational retailer,Oregon,OR,,,,02/22/2025,active,,
050-10170233BF0,The Spot Cannabis Collective,recreational retailer,Oregon,OR,,,,02/17/2025,active,,
050-10170361E30,La Mota,recreational retailer,Oregon,OR,,,,08/02/2025,active,,
050-10170433A1A,High Desert Flower - The Dispensary,recreational retailer,Oregon,OR,,,,06/01/2025,active,,
050-10170556BAB,Substance,recreational retailer,Oregon,OR,,,,10/06/2025,active,,
050-10170663A49,The Rock Dispensary,recreational retailer,Oregon,OR,,,,06/28/2025,active,,
050-10171104DF0,Kaleafa,recreational retailer,Oregon,OR,,,,07/27/2024,active,,
050-10171226BE6,Oregrown Cannon Beach,recreational retailer,Oregon,OR,,,,07/07/2025,active,,
050-10172122CAC,RE-UP,recreational retailer,Oregon,OR,,,,01/18/2025,active,,
050-10173159C9A,CannaKing Marijuana Dispensaries,recreational retailer,Oregon,OR,,,,02/15/2025,active,,
050-10174595F3A,Substance,recreational retailer,Oregon,OR,,,,10/06/2025,active,,
050-10174806A48,"Trees Oregon, LLC",recreational retailer,Oregon,OR,,,,01/03/2025,active,,
050-10174822DB9,Local Leaf,recreational retailer,Oregon,OR,,,,08/30/2025,active,,
050-10182183EBE,REDBARN DISPENSARY,recreational retailer,Oregon,OR,,,,02/21/2025,active,,
050-10187356E01,SugarTop Buddery,recreational retailer,Oregon,OR,,,,04/27/2025,active,,
050-10187941F4A,Coastal Craft Cannabis,recreational retailer,Oregon,OR,,,,02/09/2025,active,,
050-10188845BB4,Cannabis Liquidation Outlet,recreational retailer,Oregon,OR,,,,08/02/2025,active,,
050-10190292D44,La Mota,recreational retailer,Oregon,OR,,,,08/02/2025,active,,
050-10217737A2D,Mr. Nice Guy Portland,recreational retailer,Oregon,OR,,,,08/29/2025,active,,
050-10220347D48,Pur Roots (Powell),recreational retailer,Oregon,OR,,,,09/13/2024,active,,
050-10223602B78,Sea of Green,recreational retailer,Oregon,OR,,,,11/14/2024,active,,
050-10225541A5A,Treehouse North,recreational retailer,Oregon,OR,,,,11/15/2024,active,,
050-10226326FC2,The Chronic on Commercial,recreational retailer,Oregon,OR,,,,12/05/2024,active,,
050-10231163EB4,Tropicannabis,recreational retailer,Oregon,OR,,,,05/29/2025,active,,
050-10236368EA2,The Spot Cannabis Collective Ashland,recreational retailer,Oregon,OR,,,,05/24/2025,active,,
050-10237169ACB,Sweet Chron,recreational retailer,Oregon,OR,,,,05/18/2025,active,,
050-10237354FF4,Pole Enterprises,recreational retailer,Oregon,OR,,,,05/24/2025,active,,
050-10237673BCC,WeedAgain,recreational retailer,Oregon,OR,,,,05/11/2025,active,,
050-10238567E69,Love Buzz,recreational retailer,Oregon,OR,,,,04/27/2025,active,,
050-10239278FFE,The Farmacy,recreational retailer,Oregon,OR,,,,06/21/2025,active,,
050-10239351C35,The Canna Shoppe,recreational retailer,Oregon,OR,,,,07/06/2025,active,,
050-10240901C8A,Smooth Roots Veneta,recreational retailer,Oregon,OR,,,,06/22/2025,active,,
050-10241926F97,Northwest Cannabis Company,recreational retailer,Oregon,OR,,,,08/09/2025,active,,
050-10242763B45,Rogue Valley Cannabis,recreational retailer,Oregon,OR,,,,08/28/2025,active,,
050-10244304E30,Twin Peaks,recreational retailer,Oregon,OR,,,,10/23/2024,active,,
050-10246757EF5,Happy Haze,recreational retailer,Oregon,OR,,,,11/08/2024,active,,
050-10248989E6D,Smooth Roots Greeley,recreational retailer,Oregon,OR,,,,09/20/2025,active,,
050-10252337C60,Budz Mart,recreational retailer,Oregon,OR,,,,02/27/2025,active,,
050-10253279DA1,Chalice Farms,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-10253422EAE,Chalice Farms,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-10255942CAD,Brothers Cannabis Club,recreational retailer,Oregon,OR,,,,01/22/2025,active,,
050-10257368B11,Truth Dispensary,recreational retailer,Oregon,OR,,,,02/05/2025,active,,
050-10258531C39,FYRE,recreational retailer,Oregon,OR,,,,01/11/2025,active,,
050-10258782ABE,Brothers Cannabis,recreational retailer,Oregon,OR,,,,01/10/2025,active,,
050-100028766B5,New Leaf Midtown,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-100035555F6,The Herbal Connection,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-100037147CC,Cookies,recreational retailer,Oregon,OR,,,,10/17/2024,active,,
050-100041086CC,Hood River Naturals,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-100069626B0,Oregon Farmacy,recreational retailer,Oregon,OR,,,,04/27/2025,active,,
050-100077728CC,La Mota,recreational retailer,Oregon,OR,,,,11/03/2024,active,,
050-100088728CB,Livewell Cannabis,recreational retailer,Oregon,OR,,,,04/13/2025,active,,
050-100089293F9,Archive Portland,recreational retailer,Oregon,OR,,,,01/17/2025,active,,
050-100099996CC,Mr. Nice Guy Holgate,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-100136209F4,La Mota,recreational retailer,Oregon,OR,,,,01/03/2025,active,,
050-100137839DD,Green Cross Cannabis Emporium,recreational retailer,Oregon,OR,,,,09/30/2025,active,,
050-100149904F1,Nectar,recreational retailer,Oregon,OR,,,,01/02/2025,active,,
050-100150093E2,Nectar,recreational retailer,Oregon,OR,,,,12/22/2024,active,,
050-100157201FF,"OG Collective, LLC",recreational retailer,Oregon,OR,,,,01/31/2025,active,,
050-100164832B5,Cannabis Nation Beaverton,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-100167455A3,M Thrive Organics LLC,recreational retailer,Oregon,OR,,,,11/20/2024,active,,
050-100236001BA,THE GREEN FRONT,recreational retailer,Oregon,OR,,,,12/18/2024,active,,
050-100241747B3,Electric Lettuce Cedar Hills,recreational retailer,Oregon,OR,,,,01/05/2025,active,,
050-100289392BD,Oregon Weedery,recreational retailer,Oregon,OR,,,,11/01/2024,active,,
050-100297375C8,Green Room,recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-100331502C1,Beaver Bowls,recreational retailer,Oregon,OR,,,,01/01/2025,active,,
050-100352226E9,Deanz Greenz,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-100374466A6,Eden,recreational retailer,Oregon,OR,,,,07/09/2024,active,,
050-100386665E6,MOSS CROSSING,recreational retailer,Oregon,OR,,,,01/01/2025,active,,
050-100392377F1,La Mota,recreational retailer,Oregon,OR,,,,02/12/2025,active,,
050-100420301FA,Bridge City Collective,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-100427434E1,Track Town Collective,recreational retailer,Oregon,OR,,,,02/06/2025,active,,
050-100431414A0,The Holistic Choice,recreational retailer,Oregon,OR,,,,01/12/2025,active,,
050-100435382A3,Mr. Nice Guy Rockaway,recreational retailer,Oregon,OR,,,,01/16/2025,active,,
050-100457922B9,Oasis Cannabis,recreational retailer,Oregon,OR,,,,02/12/2024,active,,
050-100479383D7,Monmouth Cannabis,recreational retailer,Oregon,OR,,,,05/14/2025,active,,
050-100485158FE,"Cannabiz Experience, LLC",recreational retailer,Oregon,OR,,,,02/20/2025,active,,
050-100502592C1,La Mota,recreational retailer,Oregon,OR,,,,01/19/2025,active,,
050-100508675B1,Marijuana Paradise,recreational retailer,Oregon,OR,,,,07/09/2024,active,,
050-100515855E1,Attis Trading Company,recreational retailer,Oregon,OR,,,,02/02/2025,active,,
050-100516333C2,Tokyo South,recreational retailer,Oregon,OR,,,,03/25/2025,active,,
050-100516768FC,American Cannabis Company,recreational retailer,Oregon,OR,,,,02/02/2025,active,,
050-100534417C0,Grateful Meds,recreational retailer,Oregon,OR,,,,06/14/2024,active,,
050-100542973D6,Oregon Cannabis Co.,recreational retailer,Oregon,OR,,,,02/26/2025,active,,
050-100562112C2,Tangent Farmacy,recreational retailer,Oregon,OR,,,,04/16/2025,active,,
050-100580873A9,SpaceBuds,recreational retailer,Oregon,OR,,,,06/11/2025,active,,
050-100595905E3,Electric Lettuce Oregon City,recreational retailer,Oregon,OR,,,,06/16/2025,active,,
050-100664391F4,NW Advantage,recreational retailer,Oregon,OR,,,,06/29/2025,active,,
050-100671665A3,Stumptown Cannabis,recreational retailer,Oregon,OR,,,,07/25/2025,active,,
050-100697186A7,Thur's Smoke Shop,recreational retailer,Oregon,OR,,,,08/27/2025,active,,
050-100708760AF,420 Club LLC,recreational retailer,Oregon,OR,,,,05/03/2024,active,,
050-100719502BC,La Mota Sandy Blvd LLC,recreational retailer,Oregon,OR,,,,05/06/2025,active,,
050-100736767B7,Cloud 9 Cannabis,recreational retailer,Oregon,OR,,,,02/08/2025,active,,
050-100807035DC,King Kannabis,recreational retailer,Oregon,OR,,,,03/28/2025,active,,
050-100834893DE,A Prime Leaf,recreational retailer,Oregon,OR,,,,07/05/2025,active,,
050-100858709AE,La Mota Lebanon 3 LLC,recreational retailer,Oregon,OR,,,,03/07/2025,active,,
050-100869451F2,Livewell Dispensary,recreational retailer,Oregon,OR,,,,04/19/2025,active,,
050-100883848C4,Mr. Nice Guy Bond St.,recreational retailer,Oregon,OR,,,,11/13/2024,active,,
050-100912345DE,Phresh Start,recreational retailer,Oregon,OR,,,,05/10/2025,active,,
050-100930492A3,Fidus PDX,recreational retailer,Oregon,OR,,,,07/09/2024,active,,
050-100950903F9,Redwood Cannabis Dispensary,recreational retailer,Oregon,OR,,,,07/09/2025,active,,
050-100968483EA,Shaman Cannabis - Columbia,recreational retailer,Oregon,OR,,,,09/12/2024,active,,
050-100977881FD,Herbal Choices,recreational retailer,Oregon,OR,,,,06/19/2025,active,,
050-101040688B0,Broadway Cannabis Market,recreational retailer,Oregon,OR,,,,07/10/2025,active,,
050-101043554F6,Western Oregon Dispensary,recreational retailer,Oregon,OR,,,,01/05/2025,active,,
050-101048392D3,Plus Dispensary,recreational retailer,Oregon,OR,,,,12/02/2024,active,,
050-101068041F4,La Mota Roseburg 2 LLC,recreational retailer,Oregon,OR,,,,02/18/2025,active,,
050-101070561E6,Electric Lettuce Sunnyside,recreational retailer,Oregon,OR,,,,03/06/2025,active,,
050-101105215C0,Mongoose Cannabis,recreational retailer,Oregon,OR,,,,06/11/2025,active,,
050-101114443A4,Beatnick's Finest,recreational retailer,Oregon,OR,,,,10/30/2024,active,,
050-101114664FA,Tetra Cannabis,recreational retailer,Oregon,OR,,,,06/17/2024,active,,
050-101122730F7,Buds 4 U,recreational retailer,Oregon,OR,,,,02/21/2025,active,,
050-101133291FA,Sensible Cannabis Company,recreational retailer,Oregon,OR,,,,09/20/2024,active,,
050-101144582D7,PotMates,recreational retailer,Oregon,OR,,,,07/28/2025,active,,
050-101157106FA,Oregon Bud Company,recreational retailer,Oregon,OR,,,,12/02/2024,active,,
050-101185442C9,OG Collective,recreational retailer,Oregon,OR,,,,09/23/2024,active,,
050-101185528BE,Mr. Nice Guy Retail,recreational retailer,Oregon,OR,,,,02/03/2025,active,,
050-101187459CB,Today's Herbal Choice Tillamook LLC,recreational retailer,Oregon,OR,,,,11/19/2025,active,,
050-101188454E0,Herbal Choices,recreational retailer,Oregon,OR,,,,10/27/2025,active,,
050-101197860FD,VidaVerde,recreational retailer,Oregon,OR,,,,12/09/2024,active,,
050-101205209E9,Love Buzz,recreational retailer,Oregon,OR,,,,03/02/2025,active,,
050-101248731A2,Emerald Triangle Dispensary,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-101304477BC,Kush Gardens Co,recreational retailer,Oregon,OR,,,,01/26/2025,active,,
050-101323878C8,Cola Cove,recreational retailer,Oregon,OR,,,,12/13/2024,active,,
050-101338246B5,Top Hat Express,recreational retailer,Oregon,OR,,,,02/18/2024,active,,
050-101369028B1,LUCKY LION,recreational retailer,Oregon,OR,,,,02/10/2025,active,,
050-101382780CF,"Nectar Markets, LLC",recreational retailer,Oregon,OR,,,,08/18/2024,active,,
050-101385551D0,Weedology,recreational retailer,Oregon,OR,,,,07/18/2025,active,,
050-101386729BA,The Bud House,recreational retailer,Oregon,OR,,,,01/06/2025,active,,
050-101388544AE,M Thrive Organics LLC,recreational retailer,Oregon,OR,,,,04/18/2025,active,,
050-101398626C5,Hall of Strains,recreational retailer,Oregon,OR,,,,06/01/2025,active,,
050-101405144D4,Five Zero Trees Astoria,recreational retailer,Oregon,OR,,,,10/22/2024,active,,
050-101408643F8,BLOOMINATI CANNABIS CORP,recreational retailer,Oregon,OR,,,,05/05/2025,active,,
050-101440792DC,Holy Grail,recreational retailer,Oregon,OR,,,,01/13/2025,active,,
050-101449618AF,Eden,recreational retailer,Oregon,OR,,,,05/05/2024,active,,
050-101455619DD,SR Collective,recreational retailer,Oregon,OR,,,,02/28/2025,active,,
050-101478142AC,Electric Lettuce Sellwood,recreational retailer,Oregon,OR,,,,05/26/2025,active,,
050-101503748E8,Hashstoria,recreational retailer,Oregon,OR,,,,07/28/2024,active,,
050-101547863F7,Cookies,recreational retailer,Oregon,OR,,,,09/21/2024,active,,
050-101554369CB,Home Grown Apothecary,recreational retailer,Oregon,OR,,,,02/07/2025,active,,
050-101564175EC,Cannabis Curb,recreational retailer,Oregon,OR,,,,02/07/2025,active,,
050-101590083E5,La Mota Merlin LLC,recreational retailer,Oregon,OR,,,,11/04/2024,active,,
050-101590345D5,La Mota,recreational retailer,Oregon,OR,,,,09/30/2024,active,,
050-101605722B3,Kaleafa,recreational retailer,Oregon,OR,,,,12/09/2024,active,,
050-101648406F4,Smiles,recreational retailer,Oregon,OR,,,,02/10/2025,active,,
050-101676773B7,Nectar,recreational retailer,Oregon,OR,,,,02/01/2025,active,,
050-101677217E8,Nectar,recreational retailer,Oregon,OR,,,,04/03/2025,active,,
050-101684733C4,Next Level Wellness,recreational retailer,Oregon,OR,,,,04/11/2025,active,,
050-101702665A6,Elevation 2150,recreational retailer,Oregon,OR,,,,06/10/2025,active,,
050-101748151E2,"Trees Oregon, LLC",recreational retailer,Oregon,OR,,,,01/03/2025,active,,
050-101753431B1,Wild West Emporium - Jantzen Beach,recreational retailer,Oregon,OR,,,,11/14/2024,active,,
050-101796000AF,Nectar; Nectar Markets,recreational retailer,Oregon,OR,,,,12/06/2024,active,,
050-101825983BC,Nectar; Nectar Markets,recreational retailer,Oregon,OR,,,,01/23/2025,active,,
050-101843884F6,Oregon's Finest,recreational retailer,Oregon,OR,,,,03/16/2025,active,,
050-101869530C3,The Green Remedy,recreational retailer,Oregon,OR,,,,04/06/2025,active,,
050-101880202BE,Nectar,recreational retailer,Oregon,OR,,,,05/24/2025,active,,
050-101894058F6,Crater Cannabis,recreational retailer,Oregon,OR,,,,04/25/2025,active,,
050-101908436B5,Burnt River Farms,recreational retailer,Oregon,OR,,,,03/10/2025,active,,
050-102229620BA,Canna Bros.,recreational retailer,Oregon,OR,,,,11/15/2024,active,,
050-102242182F0,Carefree Cannabis,recreational retailer,Oregon,OR,,,,09/07/2024,active,,
050-102287075E7,Cookies Halsey,recreational retailer,Oregon,OR,,,,05/24/2025,active,,
050-102340533D3,Slim's Topshelf,recreational retailer,Oregon,OR,,,,03/13/2024,active,,
050-102343185D0,LTRMN Direct,recreational retailer,Oregon,OR,,,,04/19/2025,active,,
050-102398996F1,Rose Bud Incorporated,recreational retailer,Oregon,OR,,,,09/04/2024,active,,
050-102427410E5,Rogue Valley Cannabis,recreational retailer,Oregon,OR,,,,08/27/2025,active,,
050-102431446CC,Smooth Roots McMinnville,recreational retailer,Oregon,OR,,,,06/25/2025,active,,
050-102436818C6,Modern Forrest,recreational retailer,Oregon,OR,,,,11/20/2024,active,,
050-102468369DF,Local Market,recreational retailer,Oregon,OR,,,,03/12/2025,active,,
050-102533673EC,Chalice Farms,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-102587438D9,Brothers Cannabis,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1000071214D,DiamondTREE,recreational retailer,Oregon,OR,,,,12/08/2024,active,,
050-1000080680D,The Joint On Market,recreational retailer,Oregon,OR,,,,11/02/2024,active,,
050-1000100101A,Breeze Botanicals Gold Hill,recreational retailer,Oregon,OR,,,,09/30/2025,active,,
050-1000163439B,Gorge Greenery,recreational retailer,Oregon,OR,,,,09/30/2025,active,,
050-1000200318F,Madrone Cannabis Club,recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-1000206828A,Nectar,recreational retailer,Oregon,OR,,,,09/14/2024,active,,
050-1000235878E,Club Sky High,recreational retailer,Oregon,OR,,,,12/22/2024,active,,
050-1000628466D,Amazon Organics,recreational retailer,Oregon,OR,,,,01/01/2025,active,,
050-1000651584B,Oregon Bud Company,recreational retailer,Oregon,OR,,,,01/10/2025,active,,
050-1000821199B,Alternative Remedies,recreational retailer,Oregon,OR,,,,04/04/2025,active,,
050-1001106576F,Kaleafa,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1001702682A,Electric Lettuce Lloyd District,recreational retailer,Oregon,OR,,,,04/05/2025,active,,
050-1002683515A,La Mota,recreational retailer,Oregon,OR,,,,02/12/2025,active,,
050-1002874797E,Green Man Collective,recreational retailer,Oregon,OR,,,,01/22/2025,active,,
050-1003040668A,AmeriCanna Rx,recreational retailer,Oregon,OR,,,,11/13/2025,active,,
050-1003305612E,Nectar,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1003951867F,Top Shelf Medicine,recreational retailer,Oregon,OR,,,,01/18/2025,active,,
050-1004120449B,GREEN APPLE NW,recreational retailer,Oregon,OR,,,,08/28/2025,active,,
050-1004252574B,"TODAY'S HERBAL CHOICE RAINIER, LLC",recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-1004337113E,Paradise Found,recreational retailer,Oregon,OR,,,,01/22/2025,active,,
050-1004346113D,Mr. Nice Guy Astoria,recreational retailer,Oregon,OR,,,,12/26/2024,active,,
050-1004580125D,Oasis Cannabis,recreational retailer,Oregon,OR,,,,02/08/2024,active,,
050-1004661768A,Farm Grass Table,recreational retailer,Oregon,OR,,,,11/29/2024,active,,
050-1004664909E,Rare Earth Dispensary LLC,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1004819175D,Coastal High Ways,recreational retailer,Oregon,OR,,,,02/02/2025,active,,
050-1004832102C,Plane Jane's,recreational retailer,Oregon,OR,,,,03/07/2024,active,,
050-1005305255D,Grasslands Dispensary,recreational retailer,Oregon,OR,,,,03/14/2025,active,,
050-1005488731C,Herbal Remedies 2,recreational retailer,Oregon,OR,,,,03/01/2025,active,,
050-1005779006B,Oregon Grown Cannabis Recreational Dispensary,recreational retailer,Oregon,OR,,,,03/23/2025,active,,
050-1005805038C,Sweet Relief Scappoose,recreational retailer,Oregon,OR,,,,03/23/2025,active,,
050-1006553111A,Green Knottz,recreational retailer,Oregon,OR,,,,07/09/2025,active,,
050-1007718656B,The Arboretum,recreational retailer,Oregon,OR,,,,02/21/2024,active,,
050-1008031898B,Budlandia,recreational retailer,Oregon,OR,,,,01/13/2025,active,,
050-1008521615D,Paradise Found,recreational retailer,Oregon,OR,,,,02/21/2025,active,,
050-1008736780D,"Salem Organics, LLC",recreational retailer,Oregon,OR,,,,09/25/2024,active,,
050-1009165329F,SUBSTANCE,recreational retailer,Oregon,OR,,,,02/27/2025,active,,
050-1009200822A,Cafe Verde,recreational retailer,Oregon,OR,,,,03/05/2025,active,,
050-1010254919C,The Spot Cannabis Collective,recreational retailer,Oregon,OR,,,,02/02/2025,active,,
050-1010879025E,Pioneer Cannabis Co.,recreational retailer,Oregon,OR,,,,11/27/2024,active,,
050-1010887904B,Green Health Eugene,recreational retailer,Oregon,OR,,,,06/03/2025,active,,
050-1011183437D,Mr. Nice Guy Retail,recreational retailer,Oregon,OR,,,,03/07/2025,active,,
050-1011548412A,The Green Planet,recreational retailer,Oregon,OR,,,,02/07/2025,active,,
050-1011560383A,La Mota,recreational retailer,Oregon,OR,,,,07/22/2025,active,,
050-1011662585D,Floyd's,recreational retailer,Oregon,OR,,,,12/14/2024,active,,
050-1011974206C,Beaver Bowls,recreational retailer,Oregon,OR,,,,07/18/2025,active,,
050-1012469940D,Redbarn Dispensary,recreational retailer,Oregon,OR,,,,09/09/2025,active,,
050-1012482959A,Red Barn Dispensary,recreational retailer,Oregon,OR,,,,10/25/2024,active,,
050-1012564330F,Wildcat Oils & Flower,recreational retailer,Oregon,OR,,,,02/10/2024,active,,
050-1012806512F,The Green Planet,recreational retailer,Oregon,OR,,,,01/25/2025,active,,
050-1013873660A,Frontier Farms - Hood River,recreational retailer,Oregon,OR,,,,05/07/2025,active,,
050-1014039487F,Electric Lettuce Montavilla,recreational retailer,Oregon,OR,,,,07/10/2025,active,,
050-1014058379E,Five Zero Trees Portland East,recreational retailer,Oregon,OR,,,,09/01/2025,active,,
050-1014405321C,Western Oregon Dispensary,recreational retailer,Oregon,OR,,,,03/30/2025,active,,
050-1014532539B,Electric Lettuce Tigard,recreational retailer,Oregon,OR,,,,07/14/2025,active,,
050-1015330739B,Zuni Products,recreational retailer,Oregon,OR,,,,05/11/2024,active,,
050-1015901628C,La Mota,recreational retailer,Oregon,OR,,,,01/20/2025,active,,
050-1016174005F,Substance,recreational retailer,Oregon,OR,,,,07/13/2025,active,,
050-1016410334A,High Supply,recreational retailer,Oregon,OR,,,,06/28/2025,active,,
050-1016704544A,Budz Cannabis Superstore,recreational retailer,Oregon,OR,,,,03/10/2025,active,,
050-1016958498D,OG Collective,recreational retailer,Oregon,OR,,,,06/21/2025,active,,
